branch_id,name,city,district,address
GY655481,Yī Zhào Wéi Dé Shibei Flagship,Qingdao,Shibei District,9713 Brian Roads Apt. 104 (Near University)
GY468875,Ào Měi Tongzhou Flagship,Beijing,Tongzhou District,7901 Roger Turnpike Apt. 030 (Near University)
GY610752,Yī Zhào Wéi Dé Shibei Flagship,Qingdao,Shibei District,887 Thomas Walk Apt. 494 (Near Shopping Mall)
GY343769,Wēi Ěr Shì Tongzhou Flagship,Beijing,Tongzhou District,712 Marcia Club Apt. 963 (Near University)
GY133842,Jīn Shì Bǎo Yuexiu Flagship,Guangzhou,Yuexiu District,13094 Holly Landing (Near Shopping Mall)
GY365127,Měi Gé Fēi Yuzhong Flagship,Chongqing,Yuzhong District,8753 Harris Spring Apt. 637 (Near Metro Station)
GY149129,Wēi Ěr Shì Baiyun Flagship,Guangzhou,Baiyun District,2449 Burke Radial Apt. 026 (Near University)
GY183405,Měi Gé Fēi Liangxi Flagship,Wuxi,Liangxi District,78904 Craig Prairie (Near Shopping Mall)
GY504483,Měi Gé Fēi Luohu Flagship,Shenzhen,Luohu District,320 Stevenson Shore (Near University)
GY814798,Wēi Kāng Songshanhu Flagship,Dongguan,Songshanhu District,6362 Victoria Centers Suite 279 (Near Metro Station)
GY418477,Jīn Shì Bǎo Chancheng Flagship,Foshan,Chancheng District,037 Mary Roads Apt. 685 (Near Shopping Mall)
GY033706,Yī Zhào Wéi Dé Shahekou Flagship,Dalian,Shahekou District,3044 Tammy Shoal (Near University)
GY215876,Ào Měi Shapingba Flagship,Chongqing,Shapingba District,982 Bass Coves Apt. 595 (Near Metro Station)
GY685068,Wēi Kāng Siming Flagship,Xiamen,Siming District,99369 Jason Shore Apt. 588 (Near Shopping Mall)
GY786801,Wēi Ěr Shì Xinwu Flagship,Wuxi,Xinwu District,487 Bailey Mall (Near Metro Station)
GY697288,Jīn Shì Bǎo Yangpu Flagship,Shanghai,Yangpu District,5028 Cantu Drives Apt. 997 (Near Metro Station)
GY019820,Lì Měi Guancheng Flagship,Dongguan,Guancheng District,263 Clements Divide (Near University)
GY567008,Jīn Shì Bǎo Jiangbei Flagship,Chongqing,Jiangbei District,7341 Gutierrez Summit Suite 320 (Near Metro Station)
GY011025,Jiàn Lè Yuhuatai Flagship,Nanjing,Yuhuatai District,1120 Hall Harbor Suite 431 (Near University)
GY084760,Ào Měi Shijingshan Flagship,Beijing,Shijingshan District,6882 Debra Burgs (Near Shopping Mall)
GY138463,Wēi Kāng Xigang Flagship,Dalian,Xigang District,4880 Munoz Junction (Near University)
GY217388,Jiàn Lè Yantian Flagship,Shenzhen,Yantian District,2009 Sarah Creek Suite 225 (Near Shopping Mall)
GY402288,Ào Měi Wujiang Flagship,Suzhou,Wujiang District,057 William Trail (Near University)
GY484389,Wēi Kāng Xiacheng Flagship,Hangzhou,Xiacheng District,88967 Heather Street Apt. 429 (Near Metro Station)
GY109962,Ào Měi Gulou Flagship,Nanjing,Gulou District,85329 Pena Pass (Near University)
GY203253,Wēi Ěr Shì Sanshui Flagship,Foshan,Sanshui District,5728 John Estates (Near Metro Station)
GY668720,Yī Zhào Wéi Dé Futian Flagship,Shenzhen,Futian District,1429 Smith Street (Near Metro Station)
GY577604,Měi Gé Fēi Liwan Flagship,Guangzhou,Liwan District,033 Vasquez Glens Apt. 315 (Near Metro Station)
GY162174,Jiàn Lè Siming Flagship,Xiamen,Siming District,6818 Nicholas Pines (Near University)
GY816519,Lì Měi Yanta Flagship,Xi'an,Yanta District,9179 Odom Wall Suite 245 (Near Shopping Mall)
